text,label
"I apologize. Because earlier I asked for a little financial help to buy the price of the kitchen .. after all, we are a family quarantine.",POSITIVE
"If we inject the vaccine, whether it is 1/2/3, there is no guarantee of insurance coverage as per the form filled out by someone else. The risk is your own responsibility.",POSITIVE
of Allahhh May God make things easier for him and his son will recover soon.,POSITIVE
KKM WRETCHED HE WAS NOT SATISFIED WITH THE HEALTHY PEOPLE,NEGATIVE
"Let the kind of people who are afraid of God but are afraid of sustenance to fill their stomachs, close their eyes to the cruelty that is important.",NEGATIVE
"
I'm impressed with the complaint. My wife is a staff at the hospital. Have you tried to slander your wife by saying that your wife's sustenance is haram",NEGATIVE
got into the provaksin group sir. This is an anti -stupid group,NEGATIVE
sad also believe heart inflammation dose pfizer i'm one people got last year confirmed heart specialist ye sir myth,POSITIVE
although compulsion take booster dose advise received injection take booster protect infection,POSITIVE
recommendation kkm today booster dose children recommended weeks primary doses diseased group already underwaydr azmi appealed persuaded parents come forward primary dose,POSITIVE
"taking high doses reduce risk heart disease cancer memory loss.
studies conducted giving individuals high dose vitamin well using fake pills five years according director coordination center sutfer health california pacific medical center dr steven cummings individuals lack vitamin seen benefit taking vitamin supplement",POSITIVE
government failed raise anything else little quick,NEGATIVE
repent mr minister nk stupid people lg that's enough god,NEGATIVE
stuff going money running vaccines people victims raise price goods collect capital buy vaccine,NEGATIVE
new flu injection influenza vaccine injection clinical trial subjects total clinical trial subjects placebo semi-liquid trial material natural material artificial material caution,NEGATIVE
meanwhile director general health tan sri dr noor hisham abdullah said ili cases involving cases nationwide showed increase per cent per cent compared per cent previously utusan,POSITIVE
fact fetal cells used development claimed marketing supplement however thanks reader turns human fetal cell line hek used vaccine tests described article science,POSITIVE
trump unvaccinated soldiers eligible given apologies return work,POSITIVE
whereas malaysia staff private sector even pressured order to/obligate take injection dose agitator possibly suspended temporary discretion least facilities public needs restrictions temporarily blocked,NEGATIVE
"think amic effect vaccine wheezing feeling tired even though mild activity chest weight months worse able covid maybe
",NEGATIVE
astrazeneca vaccine injection also tinnitus eye pain muscle weakness numbness arm stage therapy limb move,POSITIVE
get well soon,POSITIVE
agree age cheating dangerous stealing.stealing lost property cheating lose lives health oh world end times..they care long gets commission hurm,NEGATIVE
that's what's lucky get doses placebo big talk two doses placebo toxic booster,NEGATIVE
wish speedy recovery positive side many seen effect vaccine imagine babies got vaccine adults able talk baby cry je la malays say they're going ghost,POSITIVE
coming back hopefully cure try alternative treatments cupping homeopathy going continue return normal vaccine least reduce effect,POSITIVE
sinovac dose vaccine vision blurred need help glasses clear vision chest pain breathing discontent alhamdulillah recovered that's take booster,POSITIVE
"subtly forced
while infected completed poke including dose booster
",POSITIVE
even good thing poke remember rats want,NEGATIVE
"people getting dizzy price goods going ministers saying people getting vaccinated know say.
",NEGATIVE
please force,NEGATIVE
additional encouragement diseases viruses please take,NEGATIVE
already good health booster dose want block longevity people many people know function vaccine really,NEGATIVE
haaa starting get deadly vaccine vaccine dead take vaccine like disease used healthy weak get kinds diseases dead already many,NEGATIVE
take vaccine still victim health discrimination,NEGATIVE
anyone wants take vaccine injection first research basic ingredients use clinical trials distributed general,POSITIVE
according parties must comply basic procedures including going school educational institution diagnosed influenza,POSITIVE
condolences deceased recipients vaccine,POSITIVE
sources say covid virus laboratory invention bkn exists naturally easy sprinkle like agent orange,NEGATIVE
admins speak china faint suddenly admin afraid draw conclusions afraid denounced understand understand good guys judge maybe they're middle cardiopulmonary resuscitation exercises somewhat,NEGATIVE
"experts urge consider well careful arrange measures giving vaccine injections children well infants even danger vaccination injections look terms expert knowledge young age group exposed repeatedly effective immunity compared adults)
",POSITIVE
even prime minister cares harmful side effects good noble heart evaluate eyes other's hearts,NEGATIVE
important focus improving economy troubling people marhaen see example sri lanka effects chaotic bankruptcy shanghai's one that's afraid covid something case going move,NEGATIVE
advice people je antibody test course high antibody ability taken vaccine injection taken boosters recovered even covid natural immunity recognize virus time optimize antibody cook body like trust back natural immunity,POSITIVE
minister please resign,NEGATIVE
took booster one month day bad drop antibody feverish month times,POSITIVE
take ask people,NEGATIVE
poke vaccine death,NEGATIVE
take opportunity blame incomplete booster dose bnyak another obvious factor contributing increase even take vaccine there's action without mask closed area,POSITIVE
haaa started deadly vaccine vaccine dead take vaccine like disease used healthy weak get kinds diseases dead already many,NEGATIVE
weaker body imum system god created claim hit covid,NEGATIVE
dose evacue taken health regrets used vaccine,NEGATIVE
true vitamin benefit social media astrowani says dr steven cummings high dose benefit vitamin name phd approval delirious day that's even true said,NEGATIVE
imagine agitated person new vaccine realized vaccine hiv skin overgrown like boils get restless,POSITIVE
hope everyone stop viralizing vaccination exacerbation spread news massacre overcome claim well-being people deceived calamity,POSITIVE
aware torture people going children vaccinations what's difference killer believing poison water given doctors,NEGATIVE
late getting dumber stupid people revolving yet,NEGATIVE
read news australian kangaroos scamdemic saying kangaroo farts endanger air ozone man trying bounce back stupid news stupid demon,NEGATIVE
told two factions world born stupid die stupid group anti-vax flat-earth he's got stupid shit coming discuss pta meeting,NEGATIVE
